train_name,train_number,current_station,next_station,distance_km,scheduled_travel_time_min,weather,congestion_level,historical_avg_delay_min,day_of_week,hour_of_day,actual_delay_min
August Kranti Rajdhani,12953,Surat,Mumbai Central,108.9,108.9,Fog,Low,3.2,Fri,21,17.3
August Kranti Rajdhani,12953,Vadodara Jn,Surat,142.1,142.1,Clear,Medium,4.6,Tue,1,9.9
August Kranti Rajdhani,12953,Surat,Mumbai Central,138.0,138.0,Clear,Low,9.1,Sat,10,0.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,102.4,102.4,Clear,Medium,11.6,Thu,20,16.5
Tejas Express,22119,Ratlam Jn,Vadodara Jn,96.4,96.4,Rain,Low,5.0,Tue,16,15.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,126.2,126.2,Clear,Medium,17.7,Tue,14,14.0
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,30.0,30.0,Fog,Low,3.7,Sat,3,15.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,125.5,125.5,Fog,Low,9.6,Tue,20,16.9
Tejas Express,22119,New Delhi,Kota Jn,51.7,51.7,Clear,Medium,2.7,Fri,4,11.4
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,53.6,53.6,Clear,High,12.0,Mon,23,26.6
Shatabdi Express,12009,New Delhi,Kota Jn,48.2,48.2,Fog,Low,9.6,Thu,19,17.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,126.7,126.7,Clear,Medium,5.3,Wed,14,14.9
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,69.2,69.2,Clear,Low,10.5,Sat,13,9.3
August Kranti Rajdhani,12953,Surat,Mumbai Central,32.5,32.5,Clear,Medium,0.8,Fri,3,13.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,105.7,105.7,Rain,Medium,0.0,Sat,20,22.4
Tejas Express,22119,Surat,Mumbai Central,74.7,74.7,Rain,Medium,8.6,Thu,12,26.7
Shatabdi Express,12009,Surat,Mumbai Central,124.6,124.6,Rain,Medium,11.5,Wed,15,23.1
August Kranti Rajdhani,12953,New Delhi,Kota Jn,56.8,56.8,Rain,Low,3.8,Sun,0,12.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,20.9,20.9,Fog,Medium,6.3,Tue,13,26.8
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,131.1,131.1,Clear,Low,5.5,Sun,6,4.5
Tejas Express,22119,Surat,Mumbai Central,121.9,121.9,Clear,Low,11.1,Wed,18,3.0
Shatabdi Express,12009,Vadodara Jn,Surat,115.7,115.7,Rain,Medium,15.0,Sat,5,25.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,86.1,86.1,Fog,Medium,12.3,Mon,5,32.9
Tejas Express,22119,New Delhi,Kota Jn,124.6,124.6,Rain,Low,12.0,Wed,7,9.9
Shatabdi Express,12009,New Delhi,Kota Jn,99.2,99.2,Fog,High,8.0,Wed,22,40.6
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,103.2,103.2,Clear,Low,13.1,Wed,6,9.6
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,86.4,86.4,Fog,Medium,13.5,Sat,0,30.4
August Kranti Rajdhani,12953,New Delhi,Kota Jn,149.6,149.6,Fog,Low,7.9,Fri,0,19.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,91.4,91.4,Fog,Medium,11.7,Sun,8,29.4
August Kranti Rajdhani,12953,Surat,Mumbai Central,145.2,145.2,Clear,Low,0.1,Fri,3,0.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,58.3,58.3,Rain,Medium,19.1,Sun,18,31.4
Shatabdi Express,12009,Vadodara Jn,Surat,145.6,145.6,Clear,Medium,15.1,Thu,21,22.1
Tejas Express,22119,Surat,Mumbai Central,132.1,132.1,Clear,Low,7.7,Tue,21,6.8
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,73.6,73.6,Clear,Medium,14.0,Wed,2,14.6
Tejas Express,22119,Ratlam Jn,Vadodara Jn,29.9,29.9,Rain,Low,7.1,Wed,5,15.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,115.8,115.8,Clear,Low,5.3,Sun,7,0.0
Shatabdi Express,12009,Kota Jn,Ratlam Jn,121.3,121.3,Clear,Low,19.1,Mon,17,9.5
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,68.3,68.3,Clear,High,17.6,Wed,15,29.5
August Kranti Rajdhani,12953,Surat,Mumbai Central,56.4,56.4,Clear,Medium,1.1,Thu,17,13.6
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,65.1,65.1,Rain,Medium,9.1,Fri,14,18.8
Shatabdi Express,12009,New Delhi,Kota Jn,21.5,21.5,Clear,Medium,6.5,Wed,5,14.3
Shatabdi Express,12009,Kota Jn,Ratlam Jn,55.0,55.0,Heavy Rain,Low,3.7,Thu,22,26.1
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,131.1,131.1,Clear,Low,2.6,Tue,3,2.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,92.2,92.2,Rain,Low,16.0,Thu,0,18.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,84.9,84.9,Heavy Rain,Medium,10.3,Sun,15,42.4
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,93.1,93.1,Clear,Low,13.8,Sun,8,2.5
Tejas Express,22119,New Delhi,Kota Jn,78.5,78.5,Clear,Low,11.2,Wed,11,9.9
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,35.8,35.8,Rain,High,4.0,Sat,17,30.8
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,66.2,66.2,Fog,Low,14.7,Thu,19,26.2
Shatabdi Express,12009,Vadodara Jn,Surat,102.1,102.1,Clear,Low,16.2,Sat,19,6.5
Tejas Express,22119,New Delhi,Kota Jn,30.3,30.3,Clear,Low,13.1,Fri,20,8.7
Tejas Express,22119,Ratlam Jn,Vadodara Jn,135.4,135.4,Fog,High,15.0,Thu,13,42.7
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,131.0,131.0,Clear,Low,5.0,Sat,2,4.9
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,71.6,71.6,Clear,High,9.5,Sun,12,20.2
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,54.1,54.1,Clear,Medium,17.7,Tue,23,17.0
Shatabdi Express,12009,Vadodara Jn,Surat,101.4,101.4,Clear,Medium,0.6,Sun,10,11.9
Tejas Express,22119,Vadodara Jn,Surat,146.7,146.7,Clear,Low,8.9,Sat,17,9.2
August Kranti Rajdhani,12953,Surat,Mumbai Central,97.7,97.7,Fog,Medium,11.3,Sat,17,30.8
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,82.6,82.6,Clear,Low,6.2,Tue,9,2.2
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,88.0,88.0,Fog,Low,5.7,Sat,15,18.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,21.2,21.2,Clear,Low,4.6,Wed,6,0.0
Tejas Express,22119,Surat,Mumbai Central,76.8,76.8,Clear,Medium,12.9,Tue,8,19.8
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,101.3,101.3,Clear,Medium,12.3,Wed,9,18.0
Shatabdi Express,12009,Vadodara Jn,Surat,44.4,44.4,Clear,Low,2.2,Thu,8,0.7
Tejas Express,22119,Kota Jn,Ratlam Jn,61.7,61.7,Clear,High,0.4,Wed,8,24.9
August Kranti Rajdhani,12953,Vadodara Jn,Surat,114.5,114.5,Clear,Low,9.9,Wed,15,3.4
Shatabdi Express,12009,Vadodara Jn,Surat,110.6,110.6,Clear,Low,15.0,Wed,12,4.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,81.1,81.1,Clear,Medium,16.3,Mon,22,21.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,120.3,120.3,Clear,Medium,0.7,Sun,3,9.9
August Kranti Rajdhani,12953,Vadodara Jn,Surat,70.6,70.6,Heavy Rain,High,3.2,Sat,17,48.9
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,82.6,82.6,Clear,Low,1.0,Mon,7,2.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,22.0,22.0,Fog,Medium,7.9,Mon,18,26.3
Tejas Express,22119,Surat,Mumbai Central,40.1,40.1,Fog,Low,10.0,Wed,20,21.9
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,66.2,66.2,Clear,Medium,2.1,Wed,17,11.0
Shatabdi Express,12009,Vadodara Jn,Surat,115.3,115.3,Clear,Low,14.5,Mon,15,4.8
Tejas Express,22119,Surat,Mumbai Central,58.3,58.3,Fog,Low,3.7,Sat,14,15.4
Shatabdi Express,12009,Surat,Mumbai Central,138.9,138.9,Clear,Low,3.1,Wed,17,0.0
Shatabdi Express,12009,Vadodara Jn,Surat,20.1,20.1,Fog,Low,3.7,Sun,11,12.1
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,113.7,113.7,Fog,Medium,7.7,Thu,17,29.1
August Kranti Rajdhani,12953,Surat,Mumbai Central,56.8,56.8,Clear,Low,1.9,Mon,4,2.5
August Kranti Rajdhani,12953,New Delhi,Kota Jn,46.3,46.3,Clear,Low,11.4,Sat,15,9.1
Shatabdi Express,12009,New Delhi,Kota Jn,67.6,67.6,Fog,Low,18.6,Thu,2,21.4
Tejas Express,22119,New Delhi,Kota Jn,66.9,66.9,Fog,High,16.4,Mon,19,46.1
Shatabdi Express,12009,Surat,Mumbai Central,25.3,25.3,Clear,Low,18.9,Mon,3,14.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,70.1,70.1,Clear,Medium,11.4,Fri,23,20.2
Tejas Express,22119,New Delhi,Kota Jn,119.6,119.6,Clear,Medium,14.1,Mon,5,16.4
August Kranti Rajdhani,12953,Surat,Mumbai Central,72.2,72.2,Clear,Low,20.0,Wed,10,9.4
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,73.6,73.6,Fog,Medium,6.5,Fri,6,25.6
Tejas Express,22119,Surat,Mumbai Central,140.4,140.4,Clear,High,8.9,Sat,1,23.4
Shatabdi Express,12009,Surat,Mumbai Central,22.1,22.1,Clear,High,0.1,Tue,10,24.9
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,139.5,139.5,Clear,Medium,11.4,Thu,11,11.6
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,54.4,54.4,Rain,Low,5.1,Fri,12,8.6
August Kranti Rajdhani,12953,New Delhi,Kota Jn,114.1,114.1,Fog,Low,16.5,Fri,3,25.1
Shatabdi Express,12009,New Delhi,Kota Jn,115.0,115.0,Clear,Low,1.1,Wed,13,3.2
Tejas Express,22119,New Delhi,Kota Jn,133.1,133.1,Clear,Medium,12.0,Sun,20,11.1
Tejas Express,22119,New Delhi,Kota Jn,59.6,59.6,Clear,Medium,3.0,Tue,4,11.5
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,146.2,146.2,Fog,Medium,1.8,Sun,12,25.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,63.7,63.7,Clear,Medium,11.0,Thu,16,13.1
Tejas Express,22119,Kota Jn,Ratlam Jn,119.1,119.1,Clear,Low,7.9,Fri,19,4.7
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,29.3,29.3,Fog,Low,18.5,Sat,13,20.1
Tejas Express,22119,Ratlam Jn,Vadodara Jn,65.3,65.3,Clear,Medium,0.5,Wed,19,8.2
Tejas Express,22119,Surat,Mumbai Central,39.0,39.0,Clear,Medium,4.0,Sun,23,10.7
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,116.1,116.1,Clear,Medium,3.0,Wed,0,14.8
Shatabdi Express,12009,New Delhi,Kota Jn,59.7,59.7,Clear,Low,14.8,Fri,16,4.5
Shatabdi Express,12009,Surat,Mumbai Central,82.8,82.8,Fog,Low,14.0,Fri,21,17.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,42.1,42.1,Clear,Medium,12.4,Sat,0,11.7
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,105.8,105.8,Fog,High,7.2,Wed,20,34.7
Tejas Express,22119,Kota Jn,Ratlam Jn,147.4,147.4,Clear,Medium,18.1,Fri,17,18.9
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,45.9,45.9,Heavy Rain,Medium,14.2,Fri,9,37.5
Shatabdi Express,12009,Vadodara Jn,Surat,71.1,71.1,Clear,Low,7.0,Tue,16,4.8
Shatabdi Express,12009,New Delhi,Kota Jn,101.4,101.4,Rain,High,16.3,Fri,8,31.4
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,64.4,64.4,Clear,Low,14.6,Sat,19,7.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,51.2,51.2,Clear,High,18.2,Fri,4,27.4
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,95.5,95.5,Fog,Low,2.8,Fri,4,18.3
Tejas Express,22119,Kota Jn,Ratlam Jn,105.3,105.3,Clear,Low,1.4,Sat,3,1.0
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,129.1,129.1,Clear,Low,6.4,Thu,9,7.9
Tejas Express,22119,Ratlam Jn,Vadodara Jn,39.8,39.8,Clear,Low,0.5,Fri,8,5.2
August Kranti Rajdhani,12953,Surat,Mumbai Central,50.2,50.2,Fog,Low,13.8,Fri,19,21.7
Tejas Express,22119,Ratlam Jn,Vadodara Jn,43.9,43.9,Clear,Low,3.3,Thu,0,0.0
Shatabdi Express,12009,Vadodara Jn,Surat,48.9,48.9,Fog,Low,4.1,Thu,19,13.9
Tejas Express,22119,Ratlam Jn,Vadodara Jn,132.7,132.7,Rain,Low,15.5,Sun,12,16.9
Shatabdi Express,12009,Vadodara Jn,Surat,99.5,99.5,Fog,Medium,10.5,Sun,1,34.0
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,79.4,79.4,Rain,High,4.9,Sat,1,30.8
Tejas Express,22119,Surat,Mumbai Central,119.5,119.5,Heavy Rain,Low,8.8,Sun,9,33.2
Tejas Express,22119,Kota Jn,Ratlam Jn,74.9,74.9,Fog,Low,10.3,Sun,20,16.5
Tejas Express,22119,New Delhi,Kota Jn,113.9,113.9,Clear,Medium,18.8,Tue,12,21.4
Tejas Express,22119,Ratlam Jn,Vadodara Jn,78.6,78.6,Clear,Medium,14.3,Thu,2,14.1
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,109.9,109.9,Rain,Medium,14.4,Mon,22,21.4
Tejas Express,22119,Ratlam Jn,Vadodara Jn,31.1,31.1,Fog,Medium,19.5,Tue,12,35.9
Tejas Express,22119,New Delhi,Kota Jn,119.9,119.9,Rain,Medium,13.2,Sun,4,21.1
August Kranti Rajdhani,12953,New Delhi,Kota Jn,74.5,74.5,Clear,Medium,8.9,Mon,4,15.8
August Kranti Rajdhani,12953,New Delhi,Kota Jn,100.9,100.9,Clear,Low,17.1,Mon,19,9.0
Tejas Express,22119,Kota Jn,Ratlam Jn,48.2,48.2,Fog,Low,8.8,Mon,7,20.4
Shatabdi Express,12009,Surat,Mumbai Central,101.7,101.7,Rain,Low,3.7,Wed,1,5.4
August Kranti Rajdhani,12953,New Delhi,Kota Jn,106.7,106.7,Rain,Low,18.4,Thu,5,12.7
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,99.4,99.4,Fog,Medium,15.7,Thu,23,29.7
Shatabdi Express,12009,New Delhi,Kota Jn,32.1,32.1,Clear,Low,7.6,Thu,17,0.0
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,81.2,81.2,Clear,High,6.6,Tue,22,22.4
August Kranti Rajdhani,12953,Surat,Mumbai Central,27.6,27.6,Clear,High,10.6,Sat,22,21.2
Shatabdi Express,12009,Vadodara Jn,Surat,99.1,99.1,Clear,Medium,19.9,Tue,19,18.4
Tejas Express,22119,Surat,Mumbai Central,114.8,114.8,Clear,Medium,17.7,Wed,6,16.2
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,23.1,23.1,Fog,Low,17.0,Thu,13,26.5
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,65.5,65.5,Rain,Low,12.8,Wed,2,16.3
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,85.9,85.9,Clear,Low,13.7,Sat,18,5.2
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,45.2,45.2,Rain,High,9.6,Mon,20,32.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,40.2,40.2,Clear,High,17.9,Sun,13,28.6
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,58.9,58.9,Fog,Low,10.7,Sat,10,17.5
Shatabdi Express,12009,New Delhi,Kota Jn,146.0,146.0,Clear,Low,19.7,Sun,5,11.2
Tejas Express,22119,Kota Jn,Ratlam Jn,97.4,97.4,Rain,Medium,14.1,Mon,8,23.2
Tejas Express,22119,New Delhi,Kota Jn,84.6,84.6,Clear,Low,19.0,Wed,5,6.7
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,122.0,122.0,Fog,High,8.9,Thu,16,34.7
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,64.2,64.2,Clear,High,6.2,Sun,3,21.4
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,114.2,114.2,Clear,Medium,10.4,Mon,21,10.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,80.7,80.7,Clear,Medium,13.2,Fri,9,14.7
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,46.1,46.1,Clear,Medium,15.5,Wed,4,19.4
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,34.9,34.9,Heavy Rain,Medium,2.0,Fri,10,36.4
Shatabdi Express,12009,Kota Jn,Ratlam Jn,142.6,142.6,Rain,Medium,3.4,Wed,17,17.8
Tejas Express,22119,New Delhi,Kota Jn,36.9,36.9,Clear,Medium,2.1,Thu,12,6.6
August Kranti Rajdhani,12953,Surat,Mumbai Central,135.9,135.9,Fog,Medium,8.9,Wed,6,28.1
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,93.8,93.8,Clear,Medium,14.0,Wed,21,13.0
Tejas Express,22119,Vadodara Jn,Surat,50.1,50.1,Clear,High,12.3,Thu,5,30.2
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,78.9,78.9,Clear,Low,7.0,Tue,9,3.1
Shatabdi Express,12009,Surat,Mumbai Central,94.7,94.7,Clear,Low,14.3,Fri,20,3.3
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,89.3,89.3,Clear,Low,12.4,Thu,12,6.7
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,47.1,47.1,Fog,Low,19.6,Wed,17,25.5
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,106.1,106.1,Clear,High,11.5,Fri,19,25.6
Tejas Express,22119,Ratlam Jn,Vadodara Jn,92.2,92.2,Rain,Low,19.1,Mon,21,13.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,84.3,84.3,Fog,Low,16.3,Sun,20,27.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,105.9,105.9,Clear,Low,12.3,Tue,21,5.7
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,94.1,94.1,Rain,Low,18.9,Wed,2,16.8
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,148.2,148.2,Clear,Low,5.9,Fri,1,1.7
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,126.7,126.7,Clear,High,17.3,Sat,18,26.0
Tejas Express,22119,Ratlam Jn,Vadodara Jn,112.5,112.5,Clear,Low,4.2,Tue,6,0.0
Tejas Express,22119,Ratlam Jn,Vadodara Jn,129.2,129.2,Clear,High,13.4,Mon,20,23.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,113.8,113.8,Clear,Low,19.8,Sat,13,5.7
Tejas Express,22119,Surat,Mumbai Central,140.9,140.9,Fog,Low,8.5,Thu,11,22.4
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,75.2,75.2,Clear,Low,14.6,Wed,13,9.4
Shatabdi Express,12009,New Delhi,Kota Jn,147.2,147.2,Clear,Medium,2.3,Sat,2,11.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,147.9,147.9,Heavy Rain,Medium,9.3,Fri,2,35.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,102.0,102.0,Fog,Medium,13.7,Fri,9,32.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,89.6,89.6,Clear,Low,18.1,Wed,13,9.8
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,57.6,57.6,Clear,High,15.0,Fri,8,29.8
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,95.2,95.2,Clear,Medium,5.8,Mon,9,15.3
Tejas Express,22119,New Delhi,Kota Jn,36.5,36.5,Clear,Medium,5.0,Wed,8,13.7
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,98.5,98.5,Rain,Medium,13.2,Tue,8,23.3
August Kranti Rajdhani,12953,Vadodara Jn,Surat,43.5,43.5,Clear,Low,19.7,Fri,4,14.6
Tejas Express,22119,Vadodara Jn,Surat,120.1,120.1,Clear,Low,12.8,Sat,11,3.5
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,118.2,118.2,Clear,Low,8.0,Sat,17,2.0
August Kranti Rajdhani,12953,Vadodara Jn,Surat,108.9,108.9,Clear,Low,10.6,Wed,14,4.6
Tejas Express,22119,Ratlam Jn,Vadodara Jn,145.0,145.0,Fog,Low,18.4,Sun,13,25.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,55.1,55.1,Rain,Low,11.7,Sat,23,13.4
August Kranti Rajdhani,12953,Surat,Mumbai Central,120.2,120.2,Clear,Medium,19.9,Mon,21,18.1
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,21.6,21.6,Clear,Low,8.9,Wed,8,1.7
August Kranti Rajdhani,12953,New Delhi,Kota Jn,23.1,23.1,Clear,High,13.1,Fri,20,29.9
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,31.2,31.2,Fog,Low,15.3,Sun,5,24.1
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,52.9,52.9,Clear,High,12.8,Wed,13,30.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,41.1,41.1,Clear,Medium,7.7,Mon,8,12.2
Shatabdi Express,12009,Kota Jn,Ratlam Jn,77.3,77.3,Clear,High,12.2,Thu,3,22.9
August Kranti Rajdhani,12953,Surat,Mumbai Central,119.9,119.9,Clear,Medium,18.3,Mon,1,21.3
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,94.3,94.3,Clear,Low,17.9,Sat,0,5.4
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,54.6,54.6,Fog,High,11.5,Sun,15,41.0
Tejas Express,22119,Vadodara Jn,Surat,72.5,72.5,Fog,Medium,1.4,Thu,22,23.0
Tejas Express,22119,New Delhi,Kota Jn,93.7,93.7,Rain,Low,13.6,Sat,20,13.8
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,89.5,89.5,Heavy Rain,Low,9.2,Sat,6,32.3
August Kranti Rajdhani,12953,Surat,Mumbai Central,25.1,25.1,Clear,Low,13.9,Sat,22,10.9
Shatabdi Express,12009,Vadodara Jn,Surat,31.0,31.0,Fog,Medium,2.8,Sat,18,23.3
August Kranti Rajdhani,12953,Vadodara Jn,Surat,70.5,70.5,Fog,Medium,10.0,Sun,14,34.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,64.1,64.1,Clear,Medium,8.1,Sat,21,11.2
Tejas Express,22119,Surat,Mumbai Central,39.4,39.4,Clear,High,0.7,Sat,0,16.8
Tejas Express,22119,Surat,Mumbai Central,26.0,26.0,Fog,Low,3.4,Wed,3,12.2
Tejas Express,22119,Surat,Mumbai Central,42.2,42.2,Clear,Medium,2.1,Sun,19,11.1
August Kranti Rajdhani,12953,New Delhi,Kota Jn,124.6,124.6,Clear,Medium,19.6,Wed,3,21.6
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,128.7,128.7,Fog,Medium,11.9,Mon,8,29.3
August Kranti Rajdhani,12953,Vadodara Jn,Surat,41.8,41.8,Clear,Low,4.9,Tue,3,3.2
Tejas Express,22119,Kota Jn,Ratlam Jn,22.0,22.0,Clear,Low,3.6,Sat,18,0.0
Shatabdi Express,12009,Vadodara Jn,Surat,110.2,110.2,Fog,Low,2.5,Wed,16,12.7
Tejas Express,22119,Vadodara Jn,Surat,51.1,51.1,Clear,Medium,11.9,Fri,2,18.1
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,74.4,74.4,Clear,Low,19.7,Fri,11,14.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,120.1,120.1,Fog,Low,3.9,Sat,15,19.9
Tejas Express,22119,Kota Jn,Ratlam Jn,40.8,40.8,Rain,Low,7.3,Wed,10,8.8
Tejas Express,22119,New Delhi,Kota Jn,33.6,33.6,Clear,Medium,3.2,Fri,3,6.9
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,113.8,113.8,Clear,Low,4.0,Wed,7,3.8
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,49.6,49.6,Clear,Low,4.0,Mon,15,5.9
Tejas Express,22119,New Delhi,Kota Jn,135.8,135.8,Clear,High,9.1,Tue,14,23.4
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,146.8,146.8,Clear,Low,13.8,Tue,3,2.5
Tejas Express,22119,Vadodara Jn,Surat,74.4,74.4,Fog,Low,5.9,Sun,20,14.5
August Kranti Rajdhani,12953,Surat,Mumbai Central,146.1,146.1,Rain,Low,17.1,Tue,18,16.4
Tejas Express,22119,Vadodara Jn,Surat,56.3,56.3,Fog,Medium,4.9,Fri,7,25.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,136.8,136.8,Clear,Low,19.8,Fri,1,12.2
Tejas Express,22119,Surat,Mumbai Central,71.3,71.3,Rain,Medium,2.0,Mon,17,19.0
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,143.5,143.5,Clear,Low,13.0,Thu,21,2.4
Shatabdi Express,12009,Kota Jn,Ratlam Jn,111.4,111.4,Rain,Medium,0.5,Sun,4,17.8
Tejas Express,22119,Kota Jn,Ratlam Jn,122.7,122.7,Clear,Low,12.7,Mon,12,9.9
Shatabdi Express,12009,Surat,Mumbai Central,24.3,24.3,Clear,Low,18.9,Sun,6,9.8
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,134.5,134.5,Fog,Low,18.9,Mon,3,26.1
Tejas Express,22119,Ratlam Jn,Vadodara Jn,80.5,80.5,Clear,Low,13.0,Fri,22,8.5
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,147.6,147.6,Clear,Low,9.6,Fri,22,9.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,61.7,61.7,Rain,Medium,8.5,Wed,11,17.8
Tejas Express,22119,Vadodara Jn,Surat,85.2,85.2,Rain,Low,10.6,Wed,14,16.6
Shatabdi Express,12009,New Delhi,Kota Jn,44.5,44.5,Rain,Low,7.8,Mon,3,8.7
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,34.6,34.6,Clear,Low,4.1,Mon,9,6.5
Tejas Express,22119,Surat,Mumbai Central,141.1,141.1,Clear,Low,14.8,Tue,2,2.6
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,128.5,128.5,Clear,Low,11.6,Sun,10,7.4
